feature,var,acc
"'rfc', 'dam', 'cbm', 'avg_cc' ",0.019482241190896154,0.7204375272332147
"'noc', 'lcom3', 'loc', 'amc' ",0.017408983827160055,0.7252587773357171
"'lcom', 'dam', 'ic', 'amc' ",0.019744797320439444,0.721722023164977
"'lcom3', 'loc', 'mfa', 'avg_cc' ",0.01824007909197621,0.7456579211693002
"'dit', 'lcom3', 'cbm', 'max_cc' ",0.02145051401096092,0.6932498106761915
"'noc', 'cbo', 'ic', 'max_cc' ",0.021678369736271946,0.6778135682858654
"'rfc', 'mfa', 'cam', 'max_cc' ",0.017379674762547766,0.7430951979790373
"'noc', 'lcom', 'loc', 'moa' ",0.020706100224894792,0.7143769591998643
"'dam', 'cam', 'ic', 'max_cc' ",0.021364921538225005,0.6949655932967725
"'mfa', 'cam', 'max_cc', 'avg_cc' ",0.01930434408613971,0.7265882950778917
"'rfc', 'lcom', 'ce', 'max_cc' ",0.017153261723321774,0.7233631459864764
"'npm', 'dam', 'mfa', 'cbm' ",0.021680246984496762,0.7107477403669773
"'lcom3', 'amc', 'max_cc', 'avg_cc' ",0.01777766310930372,0.7162436616330566
"'ca', 'ce', 'cbm', 'amc' ",0.01823902430410396,0.7185357154820442
"'npm', 'dam', 'max_cc', 'avg_cc' ",0.020893243872000283,0.6901108414369751
"'dit', 'noc', 'rfc', 'moa' ",0.020672060889981043,0.6910404317687485
"'dit', 'rfc', 'amc', 'avg_cc' ",0.016220697031744627,0.7260336813459835
"'rfc', 'loc', 'dam', 'ic' ",0.018094584339475386,0.7164119263743356
"'rfc', 'ce', 'npm', 'moa' ",0.018370349402760385,0.7240067403825933
"'dit', 'ca', 'lcom3', 'mfa' ",0.021117460167571066,0.7129079029463485
"'cbo', 'rfc', 'ce', 'loc' ",0.015175977128884745,0.7161333860606925
"'rfc', 'ca', 'moa', 'max_cc' ",0.019531047205097015,0.7009701261975146
"'npm', 'lcom3', 'dam', 'cbm' ",0.02205449013100335,0.6993493330608487
"'cbo', 'rfc', 'lcom', 'moa' ",0.018998056388850746,0.7229674530697365
"'noc', 'npm', 'dam', 'moa' ",0.023222813460691483,0.6574411872609558
"'ce', 'lcom3', 'mfa', 'avg_cc' ",0.018941479502686334,0.7349810354957013
"'dit', 'ce', 'loc', 'avg_cc' ",0.017901806374099483,0.7348097078901349
"'dit', 'mfa', 'ic', 'amc' ",0.01908914351069653,0.7113085767545411
"'dit', 'npm', 'lcom3', 'dam' ",0.021823752880021485,0.696288787687892
"'cbo', 'npm', 'cam', 'ic' ",0.020647924713449794,0.7191233814579239
"'noc', 'cbo', 'lcom', 'mfa' ",0.020829711955444176,0.7221404384088934
"'loc', 'dam', 'mfa', 'amc' ",0.016790108834213405,0.7451767932239671
"'noc', 'ce', 'cam', 'cbm' ",0.020631855985303538,0.7084575665664485
"'ca', 'ce', 'loc', 'moa' ",0.019090362277906652,0.7167506151295445
"'dit', 'noc', 'ic', 'max_cc' ",0.02247952965789474,0.6503290864164295
"'ca', 'npm', 'dam', 'mfa' ",0.02146214053369539,0.7202733471888765
"'npm', 'lcom3', 'moa', 'avg_cc' ",0.02139734496384456,0.7004070825071574
"'ca', 'ce', 'npm', 'avg_cc' ",0.019802937677009226,0.7264915644327321
"'rfc', 'moa', 'ic', 'amc' ",0.017762026302140584,0.7195413606715574
"'npm', 'loc', 'ic', 'avg_cc' ",0.019454310632887887,0.7243395031611932
"'lcom', 'ca', 'ce', 'max_cc' ",0.0197617751011973,0.7150470188776754
"'npm', 'dam', 'ic', 'cbm' ",0.02280970467088154,0.6667716752672872
"'noc', 'cbo', 'loc', 'max_cc' ",0.019119428548191396,0.7125713040502526
"'rfc', 'lcom', 'ca', 'max_cc' ",0.01865802913410341,0.7223608211458754
"'ce', 'loc', 'moa', 'cbm' ",0.01930846872870803,0.7210269316268182
"'lcom', 'mfa', 'max_cc', 'avg_cc' ",0.019806014137899362,0.7134886084436832
"'dit', 'cbo', 'ic', 'max_cc' ",0.021173831378234455,0.6937528688989467
"'lcom', 'cam', 'max_cc', 'avg_cc' ",0.0197000913842852,0.6996942841423615
"'dit', 'cbo', 'ca', 'max_cc' ",0.020821058011645667,0.7070513782879037
"'ce', 'lcom3', 'ic', 'avg_cc' ",0.02007093718907111,0.7130202305053448
"'ce', 'npm', 'cam', 'ic' ",0.019956948024471437,0.7224283888375551
"'dit', 'noc', 'lcom', 'mfa' ",0.02163087187706697,0.696395781815058
"'rfc', 'loc', 'dam', 'amc' ",0.01495827977613387,0.7266946340162223
"'noc', 'rfc', 'lcom', 'max_cc' ",0.019149936691960412,0.7044619595419519
"'dit', 'ce', 'npm', 'moa' ",0.02096623198045542,0.7168045972078935
"'rfc', 'lcom', 'lcom3', 'ic' ",0.0192700982546103,0.7203279833021087
"'rfc', 'moa', 'cam', 'max_cc' ",0.018648440131686858,0.7145716303810529
"'rfc', 'ce', 'lcom3', 'loc' ",0.015587326677398618,0.7269326603488231
"'cbo', 'lcom', 'npm', 'max_cc' ",0.02013508447141315,0.7132076671874539
"'rfc', 'lcom', 'dam', 'avg_cc' ",0.018883197718444277,0.7151813088310172
"'ca', 'npm', 'ic', 'cbm' ",0.022562428959464607,0.6667395647894577
"'ca', 'loc', 'dam', 'cam' ",0.01946771727735197,0.7334776175854251
"'rfc', 'ca', 'dam', 'mfa' ",0.019171294474582372,0.7356366060575326
"'noc', 'loc', 'cbm', 'amc' ",0.01802953145125084,0.7233872828896327
"'dam', 'moa', 'ic', 'max_cc' ",0.022739609660978263,0.6597817404985487
"'dit', 'ca', 'loc', 'cam' ",0.01920781076575455,0.7397567412111129
"'ce', 'dam', 'moa', 'max_cc' ",0.020882068883607836,0.6895114574464134
"'cbo', 'npm', 'cam', 'amc' ",0.01751162015010828,0.7408664936924381
"'ce', 'loc', 'dam', 'moa' ",0.01933763798932359,0.7105338152912922
"'npm', 'lcom3', 'ic', 'amc' ",0.019158350138621095,0.7302992189736928
"'lcom', 'loc', 'dam', 'mfa' ",0.01919270300931563,0.7463540057465707
"'noc', 'cbo', 'moa', 'ic' ",0.022832187712822558,0.6722094405467178
"'ca', 'moa', 'mfa', 'max_cc' ",0.02136287626317655,0.7030590125797044
"'cbo', 'ce', 'loc', 'max_cc' ",0.017122753579552757,0.7209381594506572
"'dit', 'cbo', 'dam', 'moa' ",0.02222215169961322,0.6951267548735711
"'npm', 'lcom3', 'loc', 'ic' ",0.019735713513882064,0.7328988902846001
"'cbo', 'rfc', 'mfa', 'avg_cc' ",0.017426383987078572,0.7454647591584143
"'dit', 'noc', 'loc', 'max_cc' ",0.01992058846981419,0.7076793453402492
"'rfc', 'ca', 'ce', 'loc' ",0.01598976785068803,0.7230728187408128
"'dit', 'rfc', 'lcom', 'ic' ",0.019659908627719224,0.718540816532808
"'ca', 'npm', 'lcom3', 'moa' ",0.02208118901812814,0.6869021998271164
"'noc', 'lcom', 'ca', 'max_cc' ",0.021758450069835938,0.6743655883956955
"'rfc', 'npm', 'cam', 'ic' ",0.01885320205737755,0.7287260256743805
"'lcom', 'ca', 'lcom3', 'ic' ",0.021878611632485827,0.6905874736616671
"'cbo', 'ca', 'dam', 'cbm' ",0.02196080790125198,0.698447161516375
"'rfc', 'dam', 'cam', 'ic' ",0.01941814508755699,0.7209536268553581
"'lcom', 'ca', 'dam', 'avg_cc' ",0.021491711096319803,0.6932061476541744
"'lcom', 'loc', 'ic', 'cbm' ",0.02029299143508485,0.7203759830661397
"'ce', 'npm', 'cam', 'amc' ",0.016820643461129922,0.7389345077610621
"'noc', 'lcom', 'lcom3', 'ic' ",0.02237051919034283,0.6731852756436187
"'ca', 'npm', 'mfa', 'ic' ",0.02156763818886724,0.7079173951575471
"'rfc', 'npm', 'dam', 'mfa' ",0.018853627155819862,0.7407986552942851
"'dit', 'noc', 'moa', 'ic' ",0.023633347634445353,0.617450047858424
"'rfc', 'lcom', 'lcom3', 'amc' ",0.016133793691268786,0.7237004321261953
"'ce', 'dam', 'cam', 'ic' ",0.02052189105465088,0.7134752069762277
"'ca', 'lcom3', 'moa', 'max_cc' ",0.02173711940968313,0.6767700863459458
"'dit', 'cbo', 'rfc', 'mfa' ",0.018097597241181665,0.7351631953056029
"'noc', 'ce', 'mfa', 'cbm' ",0.020737778738917703,0.7064711977954284
"'lcom3', 'mfa', 'cam', 'max_cc' ",0.019585746967133884,0.7346975104192477
"'noc', 'ce', 'max_cc', 'avg_cc' ",0.01995077562642122,0.6910433541493733
"'lcom', 'moa', 'mfa', 'cbm' ",0.021861782619534937,0.70150573718724
"'lcom', 'moa', 'max_cc', 'avg_cc' ",0.021074779507038455,0.6745749279728347
"'npm', 'cbm', 'amc', 'avg_cc' ",0.01874228034183951,0.7305457633507759
"'dit', 'lcom', 'lcom3', 'dam' ",0.02176048317713349,0.6898280497333732
"'cbo', 'rfc', 'ca', 'avg_cc' ",0.01820306830687456,0.731632024577482
"'ca', 'ce', 'ic', 'max_cc' ",0.020495485489436586,0.70193104007514
"'noc', 'cbo', 'moa', 'amc' ",0.019695883149481043,0.7115241443878308
"'npm', 'lcom3', 'loc', 'amc' ",0.01659940895054055,0.7344952803635328
"'ce', 'mfa', 'cam', 'avg_cc' ",0.018461313602565584,0.7443115746334212
"'dit', 'cbo', 'moa', 'ic' ",0.02232764935478507,0.6908405938114662
"'lcom', 'ce', 'loc', 'mfa' ",0.017440659887117058,0.7464572186601643
"'cbo', 'lcom3', 'loc', 'cam' ",0.018004209670842347,0.7412250571816021
"'noc', 'cbo', 'lcom3', 'cam' ",0.02070228505019111,0.7160670340214313
"'dit', 'rfc', 'lcom', 'amc' ",0.01652360406437771,0.7258843320801593
"'noc', 'ca', 'npm', 'max_cc' ",0.021821719772723933,0.675898774537868
"'rfc', 'ca', 'amc', 'max_cc' ",0.016255434959001183,0.7258232025147013
"'rfc', 'npm', 'cam', 'amc' ",0.015716897494036035,0.7340180849690183
"'lcom', 'ca', 'lcom3', 'amc' ",0.01874230706914431,0.7327636973869444
"'rfc', 'ce', 'mfa', 'ic' ",0.017772024718972584,0.7311322639612435
"'lcom', 'loc', 'amc', 'max_cc' ",0.016276843493734445,0.7272576354599553
"'dit', 'ca', 'npm', 'max_cc' ",0.021317181414686446,0.689773489989568
"'rfc', 'dam', 'cam', 'amc' ",0.016281840524215475,0.7283747243844687
"'noc', 'ce', 'ic', 'cbm' ",0.02186723642530248,0.6559254786644902
"'dit', 'cam', 'ic', 'max_cc' ",0.021105015026627583,0.7044216213326442
"'cbo', 'npm', 'moa', 'avg_cc' ",0.020985995415330683,0.7107247544616437
"'ca', 'npm', 'mfa', 'amc' ",0.018431333625525726,0.7530640378923861
"'cbo', 'lcom3', 'mfa', 'avg_cc' ",0.01963245619166469,0.7366618148753359
"'dit', 'noc', 'moa', 'amc' ",0.020497043071103838,0.700229271811188
"'dit', 'noc', 'rfc', 'lcom' ",0.01979904281898744,0.7122853134835795
"'mfa', 'cbm', 'max_cc', 'avg_cc' ",0.020405057610351243,0.7017735729171969
"'cbo', 'moa', 'cam', 'avg_cc' ",0.020421055660683033,0.719177409106057
"'noc', 'rfc', 'dam', 'ic' ",0.020792659718824148,0.6905670455833463
"'ca', 'ic', 'max_cc', 'avg_cc' ",0.021316408845934644,0.6729035171848112
"'npm', 'dam', 'cbm', 'max_cc' ",0.021795194377085242,0.6927159787084297
"'rfc', 'npm', 'lcom3', 'moa' ",0.019472675640252613,0.7214762045069375
"'rfc', 'mfa', 'cam', 'avg_cc' ",0.017357567635471697,0.7476623951666455
"'cbo', 'loc', 'moa', 'cam' ",0.018898731893474855,0.7316148701429785
"'dit', 'lcom', 'loc', 'cbm' ",0.019927587268315575,0.7284982257981291
"'dit', 'noc', 'lcom3', 'cam' ",0.021503444971813904,0.7002405920271244
"'lcom', 'lcom3', 'loc', 'moa' ",0.01981175149374838,0.725530510533025
"'cbo', 'rfc', 'lcom', 'ca' ",0.01850597533950764,0.7306562871040274
"'cbo', 'ca', 'cam', 'max_cc' ",0.019951081738416,0.7224159457349526
"'dit', 'cbo', 'moa', 'amc' ",0.019191344791443556,0.7219366047117155
"'cbo', 'lcom', 'mfa', 'cam' ",0.01945519732417702,0.7425056714311882
"'dit', 'rfc', 'ca', 'loc' ",0.017481904461289173,0.7253718710295918
"'rfc', 'npm', 'mfa', 'ic' ",0.018959124810991716,0.7349381707512286
"'noc', 'loc', 'ic', 'max_cc' ",0.020285992636583466,0.7021110050127517
"'rfc', 'npm', 'amc', 'max_cc' ",0.015937767640238677,0.7283881969875136
"'lcom3', 'moa', 'cam', 'avg_cc' ",0.020832405209196908,0.7061627453136909
"'dit', 'rfc', 'loc', 'cam' ",0.01659929738787902,0.7340405929817997
"'npm', 'lcom3', 'mfa', 'max_cc' ",0.02015068672178153,0.7273812627271647
"'noc', 'lcom', 'cam', 'ic' ",0.021890353290222084,0.6863950272532965
"'noc', 'loc', 'dam', 'cam' ",0.01995962483520897,0.7231502408094657
"'cbo', 'lcom', 'loc', 'mfa' ",0.018131636576095414,0.7484270156924797
"'cbo', 'rfc', 'ce', 'dam' ",0.017629420661793443,0.7083861697371284
"'cbo', 'loc', 'moa', 'cbm' ",0.019999445417686387,0.7230119057783474
"'rfc', 'dam', 'amc', 'max_cc' ",0.016502710670418117,0.7196493960850097
"'ce', 'npm', 'moa', 'avg_cc' ",0.020295018726352327,0.7196168825362058
"'ca', 'npm', 'cbm', 'max_cc' ",0.021547918665668308,0.6923179879325181
"'npm', 'moa', 'cam', 'max_cc' ",0.020939286190799877,0.6950430324561194
"'dit', 'ca', 'ce', 'dam' ",0.021039093961291763,0.7033867419874877
"'cbo', 'npm', 'ic', 'amc' ",0.01874700059010722,0.7328031850955034
"'cbo', 'ca', 'ce', 'cam' ",0.019108051254841878,0.7102196412036041
"'cbo', 'ce', 'dam', 'max_cc' ",0.019576197112461453,0.6915691334938692
"'rfc', 'ce', 'mfa', 'amc' ",0.014635720155631068,0.7426882926339049
"'ca', 'dam', 'cbm', 'max_cc' ",0.02211286169584775,0.6810581405536421
"'rfc', 'lcom3', 'dam', 'ic' ",0.01989831098767774,0.7127792406488507
"'ca', 'cbm', 'amc', 'max_cc' ",0.019082054787678084,0.7192777650771992
"'dit', 'cbo', 'lcom3', 'cam' ",0.020197746692153618,0.7279298013699039
"'cbo', 'lcom', 'mfa', 'cbm' ",0.02055591084838855,0.727194055892088
"'dit', 'npm', 'lcom3', 'max_cc' ",0.020914740241397035,0.7052401096123677
"'cbo', 'lcom', 'max_cc', 'avg_cc' ",0.01976890773589207,0.705878340264778
"'ce', 'dam', 'amc', 'max_cc' ",0.017606456637512008,0.7127562681340199
"'ca', 'ce', 'moa', 'ic' ",0.021649303465987202,0.6889543320351399
"'dit', 'rfc', 'mfa', 'avg_cc' ",0.018227543908701366,0.7342541277614242
"'ce', 'lcom3', 'dam', 'ic' ",0.021002056954771628,0.7023023342541432
"'dam', 'mfa', 'cbm', 'avg_cc' ",0.021314070248975688,0.7112598753586599
"'cbo', 'ca', 'npm', 'avg_cc' ",0.020493914365987582,0.7245117435314266
"'cbo', 'rfc', 'npm', 'moa' ",0.019061326091738738,0.7265961015061768
"'noc', 'rfc', 'dam', 'amc' ",0.017656355155482632,0.7100467485500535
"'cbo', 'mfa', 'ic', 'avg_cc' ",0.020387670731542882,0.7229234183819911
"'cbo', 'cam', 'ic', 'avg_cc' ",0.02028174797792872,0.7221113200554342
"'mfa', 'ic', 'cbm', 'amc' ",0.019319880761678395,0.7141130694141136
"'rfc', 'lcom', 'ca', 'avg_cc' ",0.01863592200702734,0.7272111310591919
"'rfc', 'ca', 'npm', 'loc' ",0.017176867942707157,0.7326933150256234
"'rfc', 'ca', 'ic', 'amc' ",0.017269945252797483,0.7282997161236349
"'ce', 'npm', 'ic', 'amc' ",0.018056023901128863,0.7325910631997656
"'cbo', 'ce', 'moa', 'cam' ",0.01960013230418498,0.7113886599806113
"'rfc', 'npm', 'mfa', 'amc' ",0.0158228202476502,0.7422579854148325
"'rfc', 'dam', 'moa', 'avg_cc' ",0.01975621578943788,0.7080736210255882
"'rfc', 'ca', 'loc', 'ic' ",0.01784730862805845,0.7201396200001426
"'noc', 'rfc', 'lcom', 'avg_cc' ",0.019127829564884343,0.7109161431686201
"'noc', 'lcom', 'cam', 'amc' ",0.01875404872688057,0.7270195107966689
"'noc', 'cbo', 'cam', 'cbm' ",0.021322832674281894,0.7070135312719854
"'rfc', 'moa', 'cam', 'avg_cc' ",0.01862633300461079,0.7205948456336599
"'dit', 'lcom3', 'moa', 'max_cc' ",0.021724488609502646,0.6851566283655014
"'lcom3', 'mfa', 'ic', 'max_cc' ",0.020821127407132826,0.7091440112735403
"'lcom3', 'cam', 'ic', 'avg_cc' ",0.02069309752644259,0.7127743805339315
"'ca', 'dam', 'mfa', 'cam' ",0.02089720077904774,0.7313768698027016
"'rfc', 'ic', 'max_cc', 'avg_cc' ",0.018707895468059118,0.7086294796998782
"'ce', 'dam', 'moa', 'avg_cc' ",0.020859961756531768,0.7034605028180637
"'rfc', 'lcom3', 'dam', 'amc' ",0.016762006424336225,0.7233362889700541
"'cbo', 'ic', 'amc', 'max_cc' ",0.018402930981662215,0.7161345548548954
"'dit', 'noc', 'cbo', 'lcom' ",0.021593765475059683,0.7000193784214449
"'cbo', 'ce', 'amc', 'avg_cc' ",0.01652328307721572,0.7264258323497124
"'ca', 'moa', 'mfa', 'avg_cc' ",0.02134076913610048,0.7156798163699565
"'npm', 'ic', 'cbm', 'avg_cc' ",0.021878584905181027,0.6850050587521228
"'ca', 'ce', 'moa', 'amc' ",0.018512998902645687,0.7240578187632433
"'ca', 'lcom3', 'dam', 'cam' ",0.02127144392555432,0.7059681455960802
"'ce', 'cam', 'ic', 'avg_cc' ",0.019590771288950364,0.7241290642264682
"'ce', 'mfa', 'ic', 'avg_cc' ",0.019696694042564526,0.7268354000583639
"'dit', 'noc', 'rfc', 'ce' ",0.018675212429856303,0.7096330026963236
"'dit', 'noc', 'npm', 'mfa' ",0.021694141579954966,0.6960377592046939
"'ce', 'lcom3', 'dam', 'amc' ",0.017865752391430113,0.7223776431652161
"'noc', 'cbm', 'amc', 'max_cc' ",0.019573962345535087,0.6991211530916908
"'noc', 'npm', 'loc', 'ic' ",0.02063006224502847,0.7153077263074155
"'cbo', 'ca', 'mfa', 'max_cc' ",0.020057004492030163,0.7289462252842938
"'rfc', 'ce', 'dam', 'max_cc' ",0.01778147445638921,0.7097887621789323
"'ca', 'ce', 'lcom3', 'cam' ",0.01951940080335575,0.7296198898886586
"'lcom3', 'ic', 'amc', 'max_cc' ",0.01881428053017609,0.7147592313373189
"'npm', 'loc', 'mfa', 'ic' ",0.01936147036737548,0.7374629404566413
"'dit', 'npm', 'dam', 'ic' ",0.02257896741989968,0.6776621298675021
"'rfc', 'dam', 'ic', 'amc' ",0.017517220964214417,0.7178555650430898
"'lcom', 'ic', 'cbm', 'amc' ",0.019715628059823884,0.7190899100515622
"'dit', 'noc', 'cam', 'cbm' ",0.02212399259590469,0.6919089678856848
"'dit', 'cbo', 'ce', 'mfa' ",0.019201343208275552,0.7157056732347068
"'noc', 'lcom', 'amc', 'max_cc' ",0.01897491887308321,0.7151404176324059
"'noc', 'ce', 'cbm', 'max_cc' ",0.02085272613150618,0.6841497121893545
"'lcom', 'dam', 'mfa', 'avg_cc' ",0.02071502677652381,0.7199973446674214
"'dit', 'loc', 'moa', 'cam' ",0.01969989181509765,0.7322779735852368
"'lcom', 'loc', 'moa', 'mfa' ",0.019437508347241797,0.7421636364372676
"'rfc', 'ca', 'loc', 'amc' ",0.014711004064716936,0.7294340768144879
"'cbo', 'moa', 'ic', 'avg_cc' ",0.021656436100681974,0.702703093839427
"'lcom', 'lcom3', 'dam', 'avg_cc' ",0.021089269923030396,0.6952864504924602
"'dit', 'lcom', 'mfa', 'cam' ",0.020256357245799814,0.7203548941663669
"'ca', 'loc', 'moa', 'cbm' ",0.02081323613948967,0.7181713759326033
"'dit', 'cbo', 'cam', 'cbm' ",0.020818294316244403,0.7190135937258437
"'noc', 'rfc', 'ic', 'max_cc' ",0.019883647080199702,0.6947277328933625
"'dit', 'lcom', 'lcom3', 'max_cc' ",0.02085147053850904,0.697281628471119
"'dit', 'ca', 'cbm', 'amc' ",0.01973116091470511,0.7172895768732626
"'lcom3', 'dam', 'mfa', 'cbm' ",0.021595473129969865,0.7039900313080295
"'cbo', 'lcom', 'ca', 'ce' ",0.01960972130660153,0.6964369359633664
"'lcom3', 'dam', 'max_cc', 'avg_cc' ",0.020808470017473383,0.6788020455946722
"'dit', 'loc', 'amc', 'avg_cc' ",0.01662304258812839,0.7317945988433271
"'cbo', 'rfc', 'moa', 'cbm' ",0.019597099861302623,0.7180942587462638
"'cbo', 'ca', 'ic', 'max_cc' ",0.021186462178414942,0.6991463845162649
"'lcom', 'npm', 'loc', 'dam' ",0.019651720010349115,0.7329708133368646
"'noc', 'cam', 'cbm', 'avg_cc' ",0.021452779341801592,0.702442936597994
"'lcom', 'ce', 'lcom3', 'avg_cc' ",0.019337226800831823,0.7181844839853648
"'lcom3', 'moa', 'ic', 'avg_cc' ",0.02206778564919585,0.6826735715366142
"'lcom', 'npm', 'lcom3', 'ic' ",0.02156094431372332,0.6981750844245237
"'cbo', 'loc', 'dam', 'avg_cc' ",0.01885268957467526,0.728103503058272
"'dam', 'moa', 'cam', 'cbm' ",0.02238407259898821,0.6852168982112439
"'noc', 'ic', 'amc', 'max_cc' ",0.019708629261322497,0.6928333088488078
"'lcom', 'npm', 'dam', 'avg_cc' ",0.021174043777557296,0.6979896909101913
"'ca', 'loc', 'dam', 'moa' ",0.020842405400105228,0.7003445704779829
"'noc', 'npm', 'loc', 'amc' ",0.017493757681686956,0.7253366429963667
"'dit', 'ca', 'loc', 'moa' ",0.020582498888507803,0.7175702757409994
"'dit', 'ce', 'dam', 'max_cc' ",0.020377357034084248,0.7002678580853348
"'npm', 'loc', 'mfa', 'amc' ",0.016225165804033964,0.747278086169759
"'dit', 'rfc', 'dam', 'cbm' ",0.02015345444499925,0.7082024028711758
"'dit', 'npm', 'dam', 'amc' ",0.019442662856558164,0.7270605360760629
"'noc', 'lcom3', 'dam', 'cam' ",0.021763351483411325,0.6922420157518839
"'noc', 'lcom', 'moa', 'avg_cc' ",0.022228423992102973,0.6730362915616421
"'dit', 'ca', 'npm', 'avg_cc' ",0.021295074287610377,0.6999349169164167
"'rfc', 'moa', 'mfa', 'avg_cc' ",0.018732255758224955,0.7358690068200573
"'noc', 'ca', 'lcom3', 'cam' ",0.021516075771994388,0.6972344045351629
"'noc', 'cbo', 'dam', 'mfa' ",0.021457924688511612,0.7043380420416269
"'noc', 'rfc', 'ca', 'mfa' ",0.019415926321022438,0.7280649840712847
"'dit', 'cam', 'ic', 'avg_cc' ",0.021082907899551515,0.7088841423603145
"'lcom3', 'loc', 'dam', 'avg_cc' ",0.019264039123189136,0.7265775341529459
"'rfc', 'ca', 'mfa', 'max_cc' ",0.01826228183595792,0.740909007007283
"'dit', 'noc', 'cbo', 'ce' ",0.020469935085928547,0.6771252330999207
"'dam', 'amc', 'max_cc', 'avg_cc' ",0.018427379994010062,0.7091446815878005
"'noc', 'rfc', 'ca', 'dam' ",0.020439886352235363,0.6815876184705545
"'noc', 'rfc', 'loc', 'max_cc' ",0.017324705892119152,0.7077737456120875
"'noc', 'cbo', 'ce', 'loc' ",0.01827639806461727,0.7058980537705654
"'dit', 'rfc', 'ca', 'dam' ",0.019935347994197872,0.7170769786512403
"'cbo', 'lcom3', 'cam', 'max_cc' ",0.019548640565126594,0.7279540164131381
"'lcom', 'npm', 'lcom3', 'amc' ",0.018424639750381805,0.7315510495522763
"'noc', 'npm', 'ic', 'cbm' ",0.02305433651732161,0.643244744604152
"'noc', 'cbo', 'ic', 'cbm' ",0.022558213114280835,0.6627230537453763
"'noc', 'lcom', 'ic', 'amc' ",0.01998942916687951,0.7171708345067502
"'cbo', 'rfc', 'ce', 'max_cc' ",0.016720408023168994,0.7177434252001188
"'cbo', 'lcom', 'lcom3', 'avg_cc' ",0.020028203489810176,0.7163863326476871
"'noc', 'dam', 'ic', 'cbm' ",0.02361927954750105,0.6196206014150697
"'dit', 'noc', 'dam', 'mfa' ",0.022259084610134407,0.6759150490771381
"'cbo', 'ca', 'lcom3', 'mfa' ",0.02031630024594827,0.7328402523876492
"'ca', 'ce', 'cam', 'cbm' ",0.020139948427446534,0.7254087379901333
"'npm', 'moa', 'cam', 'avg_cc' ",0.02091717906372381,0.7003069995248721
"'dam', 'cam', 'ic', 'cbm' ",0.022244764916233895,0.6847598716954749
"'dit', 'ca', 'ce', 'max_cc' ",0.020130081322667314,0.7078491680839702
"'noc', 'moa', 'mfa', 'max_cc' ",0.021854783821033553,0.6845425284707876
"'rfc', 'lcom', 'ce', 'cbm' ",0.018033105101330663,0.7238699192551998
"'dit', 'dam', 'mfa', 'cam' ",0.02088456997886725,0.7206847429759861
"'rfc', 'lcom', 'lcom3', 'loc' ",0.01671115706652975,0.7282250827527155
"'dit', 'cbo', 'lcom', 'ce' ",0.019597090506421045,0.7122437362636466
"'cbo', 'lcom', 'ce', 'ic' ",0.019962494673190317,0.7042632261013082
"'noc', 'rfc', 'moa', 'ic' ",0.021037465056750315,0.6864263628961155
"'dit', 'lcom3', 'dam', 'cam' ",0.021258813125373838,0.7068651074827182
"'cbo', 'ca', 'moa', 'ic' ",0.02234028015496556,0.6885994457221262
"'dit', 'cbo', 'max_cc', 'avg_cc' ",0.020137213957362086,0.7020789405145811
"'cbo', 'lcom3', 'loc', 'moa' ",0.0193788977935956,0.7257308557349587
"'rfc', 'lcom', 'moa', 'cam' ",0.01892924003724387,0.720515174871067
"'ca', 'cam', 'cbm', 'amc' ",0.018861184641475442,0.7390137483665438
"'noc', 'cbo', 'lcom3', 'moa' ",0.022076973172944367,0.6878192954309186
"'noc', 'ce', 'lcom3', 'cam' ",0.020011308361212753,0.7178757036856316
"'noc', 'ca', 'cbm', 'avg_cc' ",0.022335386415211746,0.6741312029015206
"'ca', 'mfa', 'cbm', 'amc' ",0.018967107395089607,0.7372192698712612
"'cbo', 'ce', 'lcom3', 'dam' ",0.019835492866379558,0.7033879528898406
"'npm', 'loc', 'dam', 'max_cc' ",0.019370920104792105,0.7271514321868721
"'dit', 'dam', 'max_cc', 'avg_cc' ",0.021198280390582303,0.6752078878230471
"'dit', 'noc', 'ic', 'cbm' ",0.02335937303590363,0.6085343676178899
"'noc', 'lcom', 'dam', 'max_cc' ",0.022005725781252875,0.6710703425105582
"'dit', 'lcom3', 'dam', 'cbm' ",0.02235952664958537,0.6757241217427826
"'rfc', 'ca', 'npm', 'dam' ",0.019630311475615853,0.7269174956132887
"'noc', 'loc', 'moa', 'cam' ",0.020204430173135137,0.7179912744125743
"'noc', 'ic', 'cbm', 'max_cc' ",0.022710266908876602,0.641933261654183
"'ce', 'dam', 'mfa', 'max_cc' ",0.019613303514468744,0.7225826265398295
"'noc', 'cbo', 'mfa', 'ic' ",0.021563422343683466,0.6997386032510771
"'rfc', 'lcom', 'npm', 'mfa' ",0.018225414422752426,0.7454307170300581
"'noc', 'cbo', 'amc', 'max_cc' ",0.01854206517293043,0.7125288125027139
"'dit', 'rfc', 'cam', 'max_cc' ",0.01814372828216327,0.7262699139415139
"'lcom', 'ca', 'ce', 'cbm' ",0.02064161847920619,0.7145422560320106
"'cbo', 'npm', 'lcom3', 'mfa' ",0.01999863292718576,0.7377286323156553
"'lcom', 'ce', 'npm', 'loc' ",0.017899676888150542,0.7377137250037198
"'dit', 'rfc', 'cbm', 'amc' ",0.017122647536829586,0.7230799677762145
"'dit', 'ca', 'ic', 'max_cc' ",0.021987622100037737,0.6683024097595621
"'rfc', 'ce', 'lcom3', 'max_cc' ",0.017131757571682865,0.7204199173394283
