feature,acc
"['cbo', 'ic', 'max_cc']
","0.6727830851033388
"
"['dit', 'ce', 'moa']
","0.6786254711245311
"
"['dit', 'dam', 'cam']
","0.6878998125134037
"
"['cbo', 'npm', 'loc']
","0.7261113073676528
"
"['cbo', 'lcom', 'ca']
","0.6911734725455927
"
"['lcom3', 'cam', 'ic']
","0.6916826184571188
"
"['npm', 'dam', 'cbm']
","0.660889854120685
"
"['npm', 'cam', 'amc']
","0.7263954413479292
"
"['npm', 'max_cc', 'avg_cc']
","0.6722885067157203
"
"['noc', 'rfc', 'loc']
","0.6929153866106812
"
"['lcom', 'loc', 'max_cc']
","0.7147421750746108
"
"['lcom', 'mfa', 'ic']
","0.6914003520091387
"
"['lcom', 'loc', 'mfa']
","0.7386807051048347
"
"['noc', 'npm', 'avg_cc']
","0.6660026703605302
"
"['ca', 'dam', 'cbm']
","0.6421358775552545
"
"['cbo', 'ca', 'mfa']
","0.7048456487909738
"
"['noc', 'ca', 'loc']
","0.6829377259401881
"
"['cbo', 'ca', 'max_cc']
","0.6808845451611132
"
"['cbo', 'npm', 'mfa']
","0.7179172617568417
"
"['moa', 'max_cc', 'avg_cc']
","0.6476762222078039
"
"['mfa', 'amc', 'max_cc']
","0.7160044368692166
"
"['npm', 'dam', 'cam']
","0.688513827574009
"
"['dit', 'loc', 'ic']
","0.7020791311836134
"
"['noc', 'lcom', 'npm']
","0.6571095895663812
"
"['dit', 'amc', 'avg_cc']
","0.7056071343214263
"
"['ca', 'lcom3', 'avg_cc']
","0.682321257216039
"
"['noc', 'ce', 'ic']
","0.6356461638127129
"
"['noc', 'rfc', 'mfa']
","0.7063116406441147
"
"['rfc', 'lcom3', 'moa']
","0.6902532029610298
"
"['moa', 'mfa', 'cam']
","0.7063482197258245
"
"['noc', 'ca', 'max_cc']
","0.6332670633143132
"
"['dam', 'mfa', 'max_cc']
","0.6906786968259787
"
"['noc', 'ca', 'mfa']
","0.6600845048908695
"
"['rfc', 'moa', 'avg_cc']
","0.6976646452606398
"
"['noc', 'ce', 'cam']
","0.6919649449649684
"
"['rfc', 'cam', 'amc']
","0.7224098744447265
"
"['rfc', 'ca', 'cam']
","0.7171860807667698
"
"['moa', 'cam', 'avg_cc']
","0.6855342356990628
"
"['loc', 'max_cc', 'avg_cc']
","0.7026065257461512
"
"['ic', 'amc', 'max_cc']
","0.689520720593447
"
"['ca', 'cam', 'avg_cc']
","0.6987003309403661
"
"['lcom3', 'dam', 'cbm']
","0.6604004906795524
"
"['noc', 'npm', 'dam']
","0.6468317003926223
"
"['noc', 'mfa', 'max_cc']
","0.6746809902880256
"
"['lcom3', 'cam', 'amc']
","0.7256212126551925
"
"['noc', 'lcom', 'lcom3']
","0.6568156888338065
"
"['lcom3', 'max_cc', 'avg_cc']
","0.6691370997954782
"
"['lcom', 'npm', 'avg_cc']
","0.6881115521108554
"
"['noc', 'cbo', 'rfc']
","0.6846593253324706
"
"['npm', 'amc', 'avg_cc']
","0.721095721094185
"
"['loc', 'dam', 'cam']
","0.7198573439832383
"
"['ca', 'cam', 'ic']
","0.6815697223911391
"
"['ca', 'lcom3', 'dam']
","0.6548418386036656
"
"['dam', 'ic', 'max_cc']
","0.6480283888842228
"
"['lcom3', 'mfa', 'cam']
","0.7223155661748135
"
"['ce', 'npm', 'avg_cc']
","0.7119751019811942
"
"['npm', 'moa', 'amc']
","0.7147736035348883
"
"['dit', 'rfc', 'avg_cc']
","0.708117522899679
"
"['noc', 'cbo', 'moa']
","0.6484874422244797
"
"['npm', 'lcom3', 'moa']
","0.6718994761862196
"
"['noc', 'cbo', 'npm']
","0.6785645480339184
"
"['cbo', 'npm', 'moa']
","0.6867088163595383
"
"['lcom', 'ce', 'cam']
","0.7120468728469481
"
"['noc', 'npm', 'amc']
","0.7084187937655129
"
"['dit', 'rfc', 'ic']
","0.6924677326652171
"
"['ce', 'cbm', 'amc']
","0.6961502245415572
"
"['ce', 'npm', 'ic']
","0.6941756824242464
"
"['noc', 'ic', 'max_cc']
","0.6267632529661084
"
"['ca', 'mfa', 'cbm']
","0.6811695495737734
"
"['rfc', 'amc', 'max_cc']
","0.710670601375828
"
"['lcom3', 'ic', 'cbm', 'avg_cc']
","0.686760476063672
"
"['dit', 'ce', 'npm', 'dam']
","0.7192520289537693
"
"['loc', 'moa', 'amc', 'max_cc']
","0.7227481724407405
"
"['lcom', 'lcom3', 'dam', 'amc']
","0.7244764982091164
"
"['noc', 'lcom', 'npm', 'max_cc']
","0.6799111252527791
"
"['lcom', 'lcom3', 'moa', 'mfa']
","0.710444951802914
"
"['ca', 'npm', 'amc', 'max_cc']
","0.730462067356161
"
"['dit', 'lcom', 'mfa', 'avg_cc']
","0.7148487953133594
"
"['moa', 'cbm', 'amc', 'max_cc']
","0.7089351968701372
"
"['ce', 'moa', 'mfa', 'cbm']
","0.7168082967571746
"
"['dit', 'lcom3', 'ic', 'avg_cc']
","0.6918758147454815
"
"['lcom', 'ca', 'ic', 'avg_cc']
","0.6935350100969654
"
"['npm', 'lcom3', 'amc', 'avg_cc']
","0.7297031987352826
"
"['npm', 'moa', 'ic', 'amc']
","0.7237862895316008
"
"['cbo', 'rfc', 'dam', 'cam']
","0.7259031746831055
"
"['moa', 'mfa', 'cam', 'max_cc']
","0.7231101318879671
"
"['noc', 'rfc', 'ic', 'avg_cc']
","0.707096866185718
"
"['dit', 'npm', 'amc', 'avg_cc']
","0.7309726905942421
"
"['npm', 'loc', 'cbm', 'amc']
","0.7337751644344241
"
"['noc', 'npm', 'mfa', 'avg_cc']
","0.7135186856260172
"
"['dit', 'lcom3', 'cam', 'cbm']
","0.7104584215907599
"
"['ce', 'cam', 'ic', 'cbm']
","0.7114731876212881
"
"['dit', 'ca', 'max_cc', 'avg_cc']
","0.6802933423209844
"
"['cbo', 'moa', 'mfa', 'avg_cc']
","0.7283464160018596
"
"['dit', 'ce', 'npm', 'loc']
","0.7396535576948888
"
"['dit', 'noc', 'mfa', 'amc']
","0.7106205242253514
"
"['dit', 'npm', 'moa', 'amc']
","0.7247368949894462
"
"['rfc', 'ca', 'dam', 'moa']
","0.6883889002157231
"
"['lcom', 'ce', 'dam', 'max_cc']
","0.7084507503944755
"
"['dit', 'noc', 'loc', 'moa']
","0.7042674267329156
"
"['cbo', 'ce', 'npm', 'ic']
","0.7081154853523144
"
"['ce', 'moa', 'cam', 'avg_cc']
","0.7249613095976685
"
"['cbo', 'lcom3', 'mfa', 'avg_cc']
","0.7366618148753359
"
"['ce', 'moa', 'ic', 'cbm']
","0.6786029659917475
"
"['dit', 'noc', 'lcom3', 'cam']
","0.7002405920271244
"
"['dit', 'lcom', 'ic', 'avg_cc']
","0.6895332622499809
"
"['noc', 'npm', 'loc', 'avg_cc']
","0.721163546360143
"
"['dit', 'cbo', 'loc', 'moa']
","0.7281368895171274
"
"['cam', 'ic', 'cbm', 'amc']
","0.7250054664678425
"
"['npm', 'dam', 'mfa', 'avg_cc']
","0.7285384259082385
"
"['cbo', 'ca', 'npm', 'avg_cc']
","0.7245117435314266
"
"['rfc', 'lcom', 'moa', 'amc']
","0.7188119136280896
"
"['dit', 'ce', 'npm', 'mfa']
","0.732232970957944
"
"['noc', 'lcom', 'cam', 'cbm']
","0.6902493799340089
"
"['lcom', 'ca', 'dam', 'moa']
","0.6640724371625394
"
"['noc', 'rfc', 'ca', 'ic']
","0.6989046443005247
"
"['cbo', 'npm', 'cam', 'amc']
","0.7408664936924381
"
"['noc', 'mfa', 'cbm', 'amc']
","0.7132744732877188
"
"['noc', 'loc', 'moa', 'max_cc']
","0.6953205189997138
"
"['ca', 'loc', 'cbm', 'max_cc']
","0.7203839778919473
"
"['cbo', 'ce', 'npm', 'dam']
","0.709246353330451
"
"['ca', 'cam', 'cbm', 'max_cc']
","0.7109258628643116
"
"['loc', 'dam', 'moa', 'max_cc']
","0.7078533144689626
"
"['lcom3', 'loc', 'mfa', 'avg_cc']
","0.7456579211693002
"
"['dit', 'noc', 'ic', 'amc']
","0.6859452394853696
"
"['noc', 'npm', 'ic', 'avg_cc']
","0.6818978113501527
"
"['noc', 'npm', 'dam', 'ic']
","0.6615726602755075
"
"['ca', 'dam', 'cam', 'avg_cc']
","0.7097324487938924
"
"['lcom', 'mfa', 'ic', 'avg_cc']
","0.7149988426493166
"
"['lcom3', 'mfa', 'cbm', 'avg_cc']
","0.7195583690121949
"
"['rfc', 'ce', 'dam', 'max_cc']
","0.7097887621789323
"
"['lcom', 'lcom3', 'mfa', 'amc']
","0.7440082598382026
"
"['cbo', 'lcom', 'ic', 'amc']
","0.7290768632788857
"
"['cbo', 'lcom3', 'ic', 'avg_cc']
","0.711868761954376
"
"['ca', 'ce', 'loc', 'moa']
","0.7167506151295445
"
"['lcom3', 'cam', 'ic', 'max_cc']
","0.7078852545677854
"
"['dit', 'dam', 'cam', 'avg_cc']
","0.7095711147838311
"
"['noc', 'npm', 'cbm', 'avg_cc']
","0.683705201131416
"
"['npm', 'dam', 'ic', 'avg_cc']
","0.698084130162082
"
"['noc', 'rfc', 'ca', 'dam']
","0.6815876184705545
"
"['dit', 'noc', 'cbo', 'cbm']
","0.6804179011966738
"
"['noc', 'npm', 'lcom3', 'cbm']
","0.6899340976501287
"
"['cbo', 'lcom3', 'dam', 'ic']
","0.7034994360116615
"
"['lcom', 'lcom3', 'loc', 'moa']
","0.725530510533025
"
"['cbo', 'moa', 'cam', 'cbm']
","0.7118401356324873
"
"['lcom', 'mfa', 'cbm', 'avg_cc']
","0.7174042719151209
"
"['dit', 'cbo', 'moa', 'cbm']
","0.6970499765961078
"
"['noc', 'lcom', 'dam', 'moa']
","0.6468803014725764
"
"['lcom', 'loc', 'cam', 'max_cc']
","0.733092049740592
"
"['noc', 'loc', 'dam', 'avg_cc']
","0.7150318833084983
"
"['ce', 'loc', 'amc', 'avg_cc']
","0.7364699250514152
"
"['cbo', 'ca', 'amc', 'max_cc']
","0.7227441659781906
"
"['cbo', 'lcom3', 'cbm', 'avg_cc']
","0.7172052582905082
"
"['noc', 'ce', 'loc', 'cam']
","0.7272260917105586
"
"['lcom3', 'loc', 'ic', 'avg_cc']
","0.7276077649260965
"
"['cbo', 'ce', 'npm', 'loc']
","0.7335155615907819
"
"['dam', 'ic', 'max_cc', 'avg_cc']
","0.6702590731959459
"
"['ce', 'loc', 'moa', 'amc']
","0.732261978725082
"
"['ca', 'ce', 'ic', 'amc']
","0.7139313025408252
"
"['loc', 'amc', 'max_cc', 'avg_cc']
","0.7232947716550951
"
"['lcom', 'moa', 'cam', 'max_cc']
","0.6947465116097569
"
"['dit', 'noc', 'rfc', 'npm']
","0.7120872394614487
"
"['lcom3', 'loc', 'dam', 'ic']
","0.7227324966507382
"
"['dit', 'cbo', 'ca', 'moa']
","0.6992069895717312
"
"['lcom', 'lcom3', 'ic', 'amc']
","0.7258324289944685
"
"['rfc', 'moa', 'mfa', 'cbm']
","0.7247765564960383
"
"['noc', 'rfc', 'npm', 'amc']
","0.723128552300065
"
"['dit', 'cbo', 'rfc', 'npm']
","0.735006979146736
"
"['ce', 'lcom3', 'moa', 'amc']
","0.7199986176064526
"
"['dit', 'noc', 'ca', 'amc']
","0.7092204403583382
"
"['lcom3', 'loc', 'cbm', 'max_cc']
","0.7282130913963335
"
"['dit', 'cbo', 'lcom', 'cbm']
","0.7085110903265985
"
"['dit', 'cbo', 'ca', 'npm']
","0.7247010636197725
"
"['lcom', 'npm', 'moa', 'max_cc']
","0.6830991241863158
"
"['noc', 'rfc', 'ca', 'loc']
","0.7046986987769748
"
"['cbo', 'lcom', 'ca', 'npm']
","0.7182757539468658
"
"['dit', 'cbo', 'npm', 'lcom3']
","0.7251115821357794
"
"['cbo', 'dam', 'cbm', 'max_cc']
","0.7022616103663579
"
"['cbo', 'ce', 'npm', 'mfa']
","0.7320675912971248
"
"['noc', 'cbo', 'rfc', 'lcom']
","0.7177776599126238
"
"['ce', 'dam', 'cam', 'ic']
","0.7134752069762277
"
"['dit', 'mfa', 'ic', 'max_cc']
","0.6934308573831643
"
"['cam', 'amc', 'max_cc', 'avg_cc']
","0.7272233275647059
"
"['dit', 'ce', 'lcom3', 'avg_cc']
","0.718053920505444
"
"['noc', 'ce', 'moa', 'cbm']
","0.674315921689724
"
"['rfc', 'ce', 'mfa', 'max_cc']
","0.7336744683228545
"
"['dit', 'loc', 'mfa', 'ic']
","0.728005021153679
"
"['rfc', 'dam', 'mfa', 'cam']
","0.7410239979787848
"
"['noc', 'rfc', 'ca', 'mfa']
","0.7280649840712847
"
"['lcom', 'npm', 'dam', 'max_cc']
","0.6908134901187323
"
"['rfc', 'moa', 'cam', 'max_cc']
","0.7145716303810529
"
"['moa', 'ic', 'cbm', 'avg_cc']
","0.6628755683650607
"
"['rfc', 'moa', 'ic', 'cbm']
","0.6943788572610247
"
"['cbo', 'ic', 'cbm', 'avg_cc']
","0.6992800896851546
"
"['cbo', 'lcom', 'lcom3', 'max_cc']
","0.7146399706735147
"
"['noc', 'npm', 'dam', 'mfa']
","0.7047084780292356
"
"['noc', 'moa', 'mfa', 'ic']
","0.6590206160296721
"
"['rfc', 'npm', 'moa', 'max_cc']
","0.7116583465198822
"
"['ca', 'mfa', 'amc', 'max_cc']
","0.7409671713918167
"
"['dit', 'moa', 'mfa', 'ic']
","0.674572166745149
"
"['noc', 'ce', 'dam', 'cbm']
","0.6737624785002558
"
"['noc', 'ca', 'dam', 'max_cc']
","0.6599117276924296
"
"['lcom3', 'loc', 'dam', 'amc']
","0.7313408314018444
"
"['rfc', 'lcom3', 'moa', 'ic']
","0.7093081252217306
"
"['cbo', 'lcom3', 'dam', 'mfa']
","0.7284261614950459
"
"['dit', 'dam', 'mfa', 'cam']
","0.720684742975986
"
"['rfc', 'ce', 'ic', 'max_cc']
","0.7125338413902054
"
"['lcom3', 'moa', 'mfa', 'cam']
","0.7237710709213792
"
"['cbo', 'rfc', 'lcom', 'ca']
","0.7306562871040274
"
"['rfc', 'lcom', 'ce', 'cam']
","0.7308484933717506
"
"['rfc', 'npm', 'dam', 'avg_cc']
","0.7253131184830774
"
"['lcom', 'cam', 'cbm', 'amc']
","0.7330529205553586
"
"['dit', 'lcom', 'loc', 'moa']
","0.7268090478553051
"
"['lcom', 'ce', 'cam', 'avg_cc']
","0.7285300406470083
"
"['dam', 'mfa', 'cam', 'ic']
","0.7211289374092626
"
"['cbo', 'npm', 'mfa', 'ic']
","0.7234628107577159
"
"['cbo', 'lcom', 'npm', 'cbm']
","0.711404287222968
"
"['noc', 'ca', 'npm', 'avg_cc']
","0.685525364011362
"
"['cbo', 'rfc', 'ce', 'cam']
","0.7277919388095394
"
"['dit', 'ca', 'npm', 'avg_cc']
","0.6999349169164167
"
"['lcom', 'ce', 'lcom3', 'dam']
","0.7108846126734709
"
"['cbo', 'mfa', 'ic', 'avg_cc']
","0.7229234183819911
"
"['dit', 'noc', 'moa', 'cam']
","0.6776411710818022
"
"['noc', 'npm', 'loc', 'moa']
","0.7109915462745262
"
"['noc', 'rfc', 'moa', 'cbm']
","0.6900158372219758
"
"['rfc', 'loc', 'moa', 'amc']
","0.723014491034354
"
"['rfc', 'ca', 'mfa', 'avg_cc']
","0.750556505820746
"
"['moa', 'mfa', 'cbm', 'max_cc']
","0.6978146697845204
"
"['ce', 'npm', 'mfa', 'max_cc']
","0.7391822600362288
"
"['cbo', 'mfa', 'cbm', 'max_cc']
","0.7199978513772605
"
"['noc', 'loc', 'cam', 'cbm']
","0.725115284882617
"
"['cbo', 'loc', 'mfa', 'avg_cc']
","0.7462437497527766
"
"['rfc', 'ca', 'ce', 'npm']
","0.7370781763224692
"
"['rfc', 'dam', 'moa', 'avg_cc']
","0.7080736210255882
"
"['loc', 'dam', 'cam', 'cbm']
","0.7320867560781267
"
"['rfc', 'dam', 'cam', 'amc']
","0.7283747243844687
"
"['lcom', 'ca', 'npm', 'lcom3']
","0.6987870820966391
"
"['dit', 'noc', 'dam', 'cam']
","0.6907659524054908
"
"['dit', 'noc', 'lcom', 'cam']
","0.6936443960043394
"
"['rfc', 'ca', 'loc', 'avg_cc']
","0.7274398678159304
"
"['ca', 'npm', 'lcom3', 'avg_cc']
","0.7117836642674327
"
"['lcom', 'ce', 'lcom3', 'amc']
","0.7289104214112974
"
"['ca', 'loc', 'moa', 'cbm']
","0.7181713759326033
"
"['cbo', 'dam', 'mfa', 'cam']
","0.7371738692670263
"
"['dit', 'ca', 'mfa', 'max_cc']
","0.7089242678858498
"
"['ca', 'lcom3', 'amc', 'avg_cc']
","0.7298355961861394
"
"['noc', 'rfc', 'npm', 'lcom3']
","0.7188445725937005
"
"['dit', 'noc', 'ca', 'lcom3']
","0.6744994083197796
"
"['ca', 'ce', 'moa', 'cam']
","0.7136245275723376
"
"['dit', 'ce', 'cam', 'ic']
","0.7191385778534612
"
"['dit', 'npm', 'lcom3', 'avg_cc']
","0.7092044385851237
"
"['rfc', 'lcom3', 'moa', 'mfa']
","0.7315147472013347
"
"['lcom3', 'amc', 'max_cc', 'avg_cc']
","0.7162436616330566
"
"['noc', 'npm', 'moa', 'cbm']
","0.6489468641547396
"
"['rfc', 'ca', 'ic', 'avg_cc']
","0.7248751971879688
"
"['noc', 'lcom3', 'amc', 'avg_cc']
","0.7150111362368072
"
"['dit', 'lcom', 'ca', 'moa']
","0.6797519563244068
"
"['lcom', 'lcom3', 'moa', 'cam']
","0.6967625379036335
"
"['noc', 'loc', 'dam', 'moa']
","0.6857306497653225
"
"['cbo', 'dam', 'max_cc', 'avg_cc']
","0.7009608561418593
"
"['rfc', 'lcom', 'npm', 'max_cc']
","0.7209393719483487
"
"['ce', 'dam', 'mfa', 'cbm']
","0.7152958794892836
"
"['ca', 'lcom3', 'moa', 'amc']
","0.7198788931276441
"
"['dit', 'lcom', 'ca', 'npm']
","0.6981800976983799
"
"['cbo', 'loc', 'ic', 'avg_cc']
","0.7275107051523182
"
"['lcom3', 'moa', 'cam', 'amc']
","0.7291635613158661
"
"['rfc', 'lcom', 'lcom3', 'avg_cc']
","0.7199102871073937
"
"['cbo', 'cam', 'ic', 'avg_cc']
","0.7221113200554342
"
"['ca', 'loc', 'dam', 'cbm']
","0.7237681944358642
"
"['mfa', 'cbm', 'amc', 'avg_cc']
","0.7305069777207798
"
"['cbo', 'lcom3', 'moa', 'cbm']
","0.7024907215722902
"
"['npm', 'dam', 'moa', 'cbm']
","0.673298941544979
"
"['cbo', 'rfc', 'npm', 'max_cc']
","0.7320757261984955
"
"['rfc', 'ce', 'lcom3', 'amc']
","0.726988210271936
"
"['cbo', 'lcom', 'loc', 'ic']
","0.7292698328578557
"
"['rfc', 'mfa', 'ic', 'amc']
","0.7338631688375385
"
"['dit', 'ca', 'ic', 'max_cc']
","0.6683024097595621
"
"['lcom', 'npm', 'cam', 'cbm']
","0.7062445964631484
"
"['cbo', 'npm', 'dam', 'max_cc']
","0.7134936809549964
"
"['noc', 'cbo', 'cam', 'max_cc']
","0.7062411270913292
"
"['cbo', 'cbm', 'max_cc', 'avg_cc']
","0.7002928221447924
"
"['cbo', 'ca', 'mfa', 'cbm']
","0.7257018056266612
"
"['lcom3', 'loc', 'moa', 'cbm']
","0.7218336883338121
"
"['noc', 'cbo', 'ce', 'lcom3']
","0.6910902899621707
"
"['cbo', 'ce', 'mfa', 'cbm']
","0.7170221264116864
"
"['ce', 'npm', 'lcom3', 'ic']
","0.7196545436686634
"
"['cbm', 'amc', 'max_cc', 'avg_cc']
","0.7098672491022301
"
"['cbo', 'lcom', 'loc', 'dam']
","0.7328624865334603
"
"['dit', 'ce', 'moa', 'avg_cc']
","0.7129309064201568
"
"['dit', 'ce', 'npm', 'cam']
","0.7301816107945867
"
"['mfa', 'ic', 'max_cc', 'avg_cc']
","0.696742136315611
"
"['lcom3', 'dam', 'mfa', 'max_cc']
","0.7148505729181813
"
"['noc', 'cbo', 'loc', 'dam']
","0.7048466632960327
"
"['lcom', 'moa', 'cbm', 'avg_cc']
","0.6886380142083258
"
"['rfc', 'npm', 'cam', 'cbm']
","0.7316496937784065
"
"['cbo', 'lcom', 'moa', 'max_cc']
","0.7026063680248879
"
"['ce', 'npm', 'lcom3', 'dam']
","0.7215379519142416
"
"['noc', 'rfc', 'max_cc', 'avg_cc']
","0.6941977337967193
"
"['rfc', 'lcom3', 'mfa', 'amc']
","0.7425049499504771
"
"['dit', 'rfc', 'cam', 'ic']
","0.7249299786243604
"
"['cbo', 'ce', 'lcom3', 'ic']
","0.6999511880972429
"
"['lcom', 'dam', 'mfa', 'ic']
","0.7012727763039885
"
"['cbo', 'dam', 'cam', 'amc']
","0.7361362517530289
"
"['cbo', 'ca', 'lcom3', 'max_cc']
","0.7118115362553764
"
"['cbo', 'ce', 'ic', 'cbm']
","0.6747930518562174
"
"['dam', 'ic', 'amc', 'max_cc']
","0.7035714891591363
"
"['cbo', 'ce', 'cam', 'avg_cc']
","0.7257085389300166
"
"['cbo', 'lcom', 'loc', 'amc']
","0.7334141875950275
"
"['npm', 'lcom3', 'max_cc', 'avg_cc']
","0.7007124103022979
"
"['ca', 'loc', 'mfa', 'cbm']
","0.7407865190776558
"
"['noc', 'ca', 'lcom3', 'dam']
","0.6578704678953118
"
"['rfc', 'lcom3', 'loc', 'amc']
","0.7289742269795425
"
"['loc', 'moa', 'cam', 'ic']
","0.7263299066661421
"
"['noc', 'cbo', 'loc', 'amc']
","0.7257251925265213
"
"['cbo', 'ce', 'lcom3', 'dam']
","0.7033879528898406
"
"['noc', 'ca', 'ce', 'ic']
","0.6706998456668531
"
"['lcom3', 'dam', 'ic', 'max_cc']
","0.6834457885322849
"
"['rfc', 'moa', 'cbm', 'avg_cc']
","0.7179196632293582
"
"['cbo', 'lcom', 'dam', 'avg_cc']
","0.7125163782740016
"
"['dit', 'ca', 'ce', 'ic']
","0.6931374934530541
"
"['ca', 'npm', 'cam', 'ic']
","0.7085954452586174
"
"['rfc', 'lcom3', 'ic', 'amc']
","0.7258461218882701
"
"['ce', 'npm', 'lcom3', 'loc']
","0.7400507913813517
"
"['dit', 'npm', 'cam', 'ic']
","0.7026382395032928
"
"['noc', 'ca', 'npm', 'moa']
","0.6551692337435274
"
"['npm', 'cam', 'ic', 'max_cc']
","0.7071477420586761
"
"['cbo', 'moa', 'max_cc', 'avg_cc']
","0.6960324543251855
"
"['dit', 'ca', 'npm', 'moa']
","0.6736834410493446
"
"['ca', 'moa', 'mfa', 'max_cc']
","0.7030590125797044
"
"['noc', 'ca', 'lcom3', 'amc']
","0.7143230183346869
"
"['ic', 'cbm', 'amc', 'avg_cc']
","0.7069665138754517
"
"['dit', 'cbo', 'npm', 'avg_cc']
","0.7216982505449197
"
"['ca', 'loc', 'ic', 'cbm']
","0.7159787241856572
"
"['rfc', 'lcom', 'cam', 'ic']
","0.7274720623811283
"
"['ca', 'loc', 'cam', 'avg_cc']
","0.7405241197049408
"
"['cbo', 'ce', 'npm', 'cam']
","0.7218178183139479
"
"['ce', 'npm', 'lcom3', 'mfa']
","0.7402790750743674
"
"['cbo', 'ce', 'lcom3', 'loc']
","0.7272232651010655
"
"['ce', 'lcom3', 'moa', 'cam']
","0.7208126196514636
"
"['noc', 'rfc', 'ca', 'cam']
","0.7181440971980091
"
"['npm', 'loc', 'dam', 'ic']
","0.7291894433136897
"
"['noc', 'rfc', 'lcom3', 'amc']
","0.7172856736876358
"
"['cbo', 'rfc', 'lcom3', 'ic']
","0.7235127552662994
"
"['rfc', 'ca', 'loc', 'moa']
","0.7111807714805053
"
"['ca', 'npm', 'lcom3', 'moa']
","0.6869021998271164
"
"['noc', 'moa', 'cam', 'avg_cc']
","0.6877090297339421
"
"['noc', 'npm', 'dam', 'cam']
","0.6910045107800602
"
"['cbo', 'ca', 'ce', 'cbm']
","0.679184358385188
"
"['ca', 'npm', 'moa', 'avg_cc']
","0.6908132354038137
"
"['cbo', 'ce', 'lcom3', 'mfa']
","0.7271327564003277
"
"['ca', 'moa', 'ic', 'max_cc']
","0.6581682986659748
"
"['lcom', 'ce', 'moa', 'amc']
","0.7254891983558804
"
"['noc', 'ca', 'ce', 'loc']
","0.710462417632902
"
"['noc', 'cbo', 'ca', 'amc']
","0.7086011168771453
"
"['dam', 'mfa', 'cbm', 'avg_cc']
","0.7112598753586599
"
"['ca', 'ic', 'max_cc', 'avg_cc']
","0.6729035171848112
"
"['ce', 'lcom3', 'dam', 'moa']
","0.7002533726986166
"
"['dit', 'npm', 'lcom3', 'moa']
","0.688973327490782
"
"['dit', 'cbo', 'mfa', 'max_cc']
","0.7196122536519517
"
"['dit', 'npm', 'moa', 'avg_cc']
","0.6894798993187754
"
"['cbo', 'lcom3', 'dam', 'cam']
","0.7208376907519469
"
"['cbo', 'rfc', 'lcom3', 'dam']
","0.7211511326089738
"
"['cbo', 'lcom', 'mfa', 'avg_cc']
","0.7357853914806911
"
"['lcom3', 'mfa', 'amc', 'avg_cc']
","0.7405736503846111
"
"['dit', 'noc', 'loc', 'max_cc']
","0.7076793453402492
"
"['cbo', 'npm', 'loc', 'cbm']
","0.7344270356338256
"
"['cam', 'ic', 'cbm', 'avg_cc']
","0.7024370748150657
"
"['noc', 'ca', 'ce', 'mfa']
","0.7101254823913271
"
"['dit', 'cbo', 'loc', 'max_cc']
","0.7271337710307677
"
"['dit', 'ca', 'ce', 'mfa']
","0.7228948368625085
"
"['ce', 'loc', 'cam', 'ic']
","0.7337677680283422
"
"['noc', 'cam', 'amc', 'avg_cc']
","0.727193115027582
"
"['dit', 'ce', 'ic', 'avg_cc']
","0.7058412815589222
"
"['rfc', 'ce', 'moa', 'amc']
","0.7246240368517809
"
"['lcom3', 'loc', 'dam', 'cam']
","0.7347847629236998
"
"['noc', 'lcom3', 'dam', 'max_cc']
","0.6716308991258028
"
"['cbo', 'npm', 'ic', 'cbm']
","0.6939762248800921
"
"['cbo', 'npm', 'cam', 'avg_cc']
","0.7246565378846445
"
"['rfc', 'ca', 'moa', 'cbm']
","0.7133783383672372
"
"['lcom', 'ca', 'dam', 'max_cc']
","0.6872176515271191
"
"['dit', 'cbo', 'ic', 'max_cc']
","0.6937528688989467
"
"['dit', 'dam', 'cbm', 'amc']
","0.7010540653764051
"
"['ca', 'ce', 'mfa', 'avg_cc']
","0.7400016781786363
"
"['cbo', 'rfc', 'lcom3', 'amc']
","0.7293169626595166
"
"['cbo', 'lcom3', 'loc', 'ic']
","0.7293689167780661
"
"['cbo', 'rfc', 'lcom3', 'loc']
","0.7293516390666549
"
"['cbo', 'lcom', 'ic', 'avg_cc']
","0.7105508886378148
"
"['lcom', 'ce', 'npm', 'ic']
","0.7128601682586151
"
"['cbo', 'npm', 'lcom3', 'dam']
","0.7169694411241114
"
"['noc', 'ce', 'mfa', 'max_cc']
","0.7128907180652669
"
"['lcom', 'lcom3', 'mfa', 'avg_cc']
","0.7250928070348054
"
"['ce', 'npm', 'moa', 'ic']
","0.70551747951916
"
"['cbo', 'lcom', 'cbm', 'max_cc']
","0.7125590306520386
"
"['lcom', 'lcom3', 'loc', 'max_cc']
","0.7267261091037034
"
"['dit', 'noc', 'lcom3', 'cbm']
","0.667458271642499
"
"['loc', 'mfa', 'cbm', 'max_cc']
","0.731012809182529
"
"['dit', 'loc', 'mfa', 'cam']
","0.7464320290960844
"
"['noc', 'lcom', 'dam', 'max_cc']
","0.6710703425105582
"
"['npm', 'loc', 'dam', 'mfa']
","0.7454973466575624
"
"['cbo', 'dam', 'amc', 'max_cc']
","0.7202030335021206
"
"['cbo', 'rfc', 'lcom3', 'mfa']
","0.7396619540917552
"
"['dit', 'noc', 'ca', 'ce']
","0.6846915539350343
"
"['lcom', 'ce', 'npm', 'dam']
","0.7158527760110829
"
"['lcom', 'ca', 'npm', 'avg_cc']
","0.7052416700958062
"
